Country,City,Location_ID,Location_Name,Type_of_Attraction,Attraction_Category,Latitude,Longitude,Date,Avg_Daily_Pedestrian_Count,Holiday,Weather_Temperature_Avg,Weather_Wind_Speed_Avg,Weather_Precipitation_Sum,Weather_Relative_Humidity_Avg
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-29,5384.0,0.0,12.161167,32.31,1.1,85.11785
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-30,3188.0,0.0,12.479917,30.06,5.3999996,84.72202
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-31,4904.0,0.0,13.152835,31.574997,0.3,79.42382
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-01,5591.0,0.0,12.450751,23.609999,0.6,82.93044
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-02,5772.0,0.0,13.440333,16.17,0.5,79.78326
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-03,5493.0,0.0,12.023667,10.274999,0.0,91.82911
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-04,6688.0,0.0,13.773666,26.925001,1.1,82.35888
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-05,5706.0,0.0,15.22575,47.745,8.1,83.16747
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-06,3742.0,0.0,15.127833,58.229996,13.500002,87.95813
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-07,2794.0,1.0,14.702834,50.759995,1.0,80.181725
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-08,4976.0,0.0,14.873668,37.965,0.3,78.46574
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-09,5379.0,0.0,15.6049185,31.349998,0.6,89.35352
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-10,5451.0,0.0,15.125751,22.095,0.0,90.81421
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-06-11,6378.0,0.0,14.727833,19.814999,0.0,87.56628
